producto,descripcion,unidad,ult_venta,ult_compra,costo_prom,existencias,ventas_monto,ventas_cant
RIRA0031,RESISTENCIA INF. 400W 230V,PZ,2023-06-27,2023-06-09,496.5625,5,33065.64,25
RONGAL5/8X15/16,RONDANA GALV 5/8X 1` 5/16,PZ,,2023-06-30,1.06968,20,0,0
RONINOX1X5/8,"RONDANA INOX Ø1EXT X Ø5/8INT X 1/16""ESP",PZ,,2023-06-07,3.86578,25,0,0
RONINOX5/8X11/16,"RONDANA INOX 5/8 X 1 1/16""",PZ,,2023-03-14,3.5417,0,0,0
RONINOX5/8X15/16,"RONDANA INOX 5/8""X 1 5/16""",PZ,,2023-03-31,4.22,5,0,0
RONMI3/16X1/2,"RONDANA/MICA RIGIDA 1/2ØEXT X 3/16""ØINT""",KG,2023-07-06,2023-07-19,755.34144,1.413,213.75,0.2
RONPLAM3INOX,RONDANA PLANA GALV M3,PZ,,2023-04-28,0.15113,231,0,0
RONPLAM5INOX,RONDANA  PLANA GALV M5,PZ,,2023-06-07,0.18448,0,0,0
RONPLAM5INOXX,RONDANA PLANA INOX M5,PZ,,2023-07-25,0.28691,1340,0,0
SAURENSEN,CEMENTO SAURENSEN,KG,,2023-06-06,741.71357,14.565,0,0
SENPT100,BULBOS RTD PT-100 CLASE B,PZ,,2023-06-30,54.7,81,0,0
SENPT1000,BULBO RTD PT-1000 CLASE B,PZ,2022-06-27,2023-03-23,180,19,275.86,1
SOAC1X1/8,"SOLERA A/COMUN 1X1/8"" ESPESOR""",MT,,2022-10-03,-180.95893,1.07,0,0
SOGUI-1/4,SOGUILLA 1/4(6MM) TRENZADA ESTAÑADA INOX,MTS,,2023-02-24,50,36.55,0,0
SOGUI-3/16,"SOGUILLA 3/16"" TRENZADA ESTAÑADA INOX",MT,2022-11-30,2023-05-18,31.2,25.15,11126,218
SOLA21/2X3/16,"SOLERA INOX 2¨ 1/2"" X  3/16"" ESPESOR",M,,2023-08-04,438,6,0,0
SOLA3/8X1/8,SOLERA LATON 3/8 X 1/8 ESPESOR,MT,,2023-06-27,313.56069,7.81,0,0
SOLAIX1/4X4,"SOLERA A/INOX T304 1/4""X4"" ESP",PZ,,2023-06-27,1891.66,0,0,0
SOLAIX1/8X4,Sin descripción,PZ,,2023-06-27,810.58,1.7,0,0
"SOLAIX4""X3/16""","SOLERA A/INOX T-304 3/16X4""X3.05MT",M,,2022-12-20,1630.31,0,0,0
SOLAL1/2X21/2,"SOLERA DE ALUMINIO 1/2"" X 2 1/2",M,,2023-04-25,740,0.24,0,0
"SOLAL1/2X3""","SOLERA DE ALUMINIO 1/2"" X 3""",M,,2023-02-27,1005,0,0,0
"SOLERA3""","SOLERA ACERO COMUN DE 3"" X 1/8 DE ESP.",MT,,2022-08-26,67.7455,8.1,0,0
SOLPLAT-1/16,"VARILLA SOLDADURA/PLATA 1/16ØX18"" LONG""",PZ,,2023-08-07,63.5589,191,0,0
TAPACINOX 1 1/2,"TAPON MACHO HEXA INOX 150 NPT 1 1/2""",PZ,,2023-04-18,460.085,10,0,0
TAPACINOX 1 1/4,"TAPON MACHO HEXA INOX 150 NPT 1 1/4""",PZ,,2023-04-18,1068.27,34,0,0
TAPACINOXX2,"TAPON MACHO HEXA INOX 150 NPT 2""",PZ,,2023-06-27,108.67,1,0,0
TAPACINOXX21/2,"TAPON MACHO HEXA INOX 150 NPT 2 1/2""",PZ,,2023-06-09,729.72305,8,0,0
TAPCRTBL,TAPON LATON TIPO BOILER,PZ,,2023-01-23,67.03,5,0,0
TAPLAST - 1/2,"TAPON DE PLASTICO DE 5/8 PARA 1/2""Ø""",PZ,,2023-04-21,1.05,17,0,0
TAPLAST - 3/8,"TAPON DE PLASTICO PARA TUBO DE  3/8""Ø""",PZ,,2023-07-21,0.92077,2928,0,0
TAPLAST - 5/8,"TAPON DE PLASTICO PARA TUBO DE 5/8""Ø""",PZ,,2023-07-21,1.25,1501,0,0
TAPLAT1,"TAPON LATON 1 NPT""",PZ,,2023-03-27,215.66,0,0,0
TAPLAT1 1/4,"TAPON  DE LATON NPT  1 ' 1/4""	TUS""",PZ,,2022-10-07,312.33,0,0,0
TAPLAT21/2,"TAPON LATON  NPT 2 1/2""	TUS""",PZ,,2023-04-25,1007.83,0,0,0
TAPLAT2NPT,"TAPON LATON NPT  2""	TUS""",PZ,,2023-04-24,617.23,0,0,0
TAPLATPUMA,TAPON LATON TIPO PUMA,PZ,,2023-07-19,126.56429,14,0,0
TAPMACHINOX,TAPON MACHO HEXA INOX 3000 NPT ROS 1 1/2,PZ,,2023-07-20,229.87333,3,0,0
TAPMACHINOX1 1/2,TAPON MACHO HEXA INOX 150 ROS 1 1/2,PZ,,2023-03-30,100.85,1,0,0
"TAPMACHINOX1""","TAPON MACHO HEXA INOX 3000 NPT ROS 1""",PZ,,2023-07-20,109.122,2,0,0
TAPMACHINOX2,"TAPON MACHO HEXA INOX 3000 NPT ROS 2""",PZ,,2023-07-26,125.27,4,0,0
TAPMACHINOX21/2,TAPON MACHO HEXA INOX 3000 NPT ROS 2 1/2,PZ,,2023-07-31,925.74733,9,0,0
TAPMACHINOX3/4,"TAPON MACHO HEXA INOX 3000 NPT ROS 3/4""",PZ,,2023-07-20,63.25,3,0,0
TAPMACHISNOROS,"TAPON MACHO HEXA INOX ROS 150 1/8""",PZ,,2023-03-06,25.38,9,0,0
TAPONMACHINOX3/4,"TAPON MACHO HEXA INOX 150 ROSC 3/4""",PZ,,2023-03-30,35.21,3,0,0
TC4S-14R,CONTROLADOR DE TEMPERARTURA,PZ,2023-02-02,2023-02-03,1009.01,1,5259.85,3
"TCER1.1/2""X1"" 27","TUBO CERAMICO 1 1/2""ØEXTx1ØINTx 27"" LONG",PZ,2023-04-28,2023-03-31,517.5,16,45010.4,64
TE0002,TERMOSTATO CAMPINI 0° A 120°C,PZ,2023-06-26,2023-06-30,249.3,15,28311.42,62
TE0004,TERMOSTATO CAMPINI 0° A 320°C 1 METRO,PZ,2023-06-23,2023-04-28,289.2,0,24567.28,49
TE0012,TERMOSTATO CAMPINI T/CAFETERA 0° A 55°C,PZ,2023-07-17,2023-06-12,75.21505,0,30543.86,222
TE0025,TERMOSTATO CAEM B/C 30° A 110°C,PZ,2023-08-03,2023-06-30,141,15,19616.04,68
TE0026,TERMOSTATO CAEM B/C 50° A 300°C,PZ,2023-06-12,2023-04-28,150.86,8,18730.94,66
TE0033,TERMOSTATO ULANET 119,PZ,2023-08-08,2023-04-24,23.89111,17,9041.35,48
TE0052,TERMOSTATO R.SHAW B/C 15° A 120°,PZ,2023-01-24,2023-03-30,990.87818,7,22031.98,13
TE0056,TERMOSTATO R. SHAW C/TOPE  50° A 300°C,PZ,2023-07-31,2023-05-31,715,4,72179.07,43
TE0062,TERMOSTATO INFINITO 120V,PZ,2023-05-25,2023-04-28,271.55,9,44698.73,80
TE0063,TERMOSTATO INFINITO 240V,PZ,2023-07-19,2023-06-09,252.9975,12,60004.23,103
TE0064,TERMOSTATO B/CORTO B200,PZ,2023-05-31,2023-06-09,348.93,10,13848.76,25
TE0093,TERMOSTATO P/PRECALENTADOR SIN CAJA,PZ,2023-05-19,2023-03-10,263,1,2352.08,5
TE07,"TELA TEFLON C/A 0.010X1 MT""",M,2023-07-26,2023-07-25,624.80357,30,1592556.89,1550.2
TEFV1/16,"TELA FIBRA DE VIDRIO ESPESOR 1/16""	TUS""",M,2023-05-17,2023-06-30,212.23385,30,41182,111.5
TERCON-3/16,"TERMOCONTRACTIL DE 3/16Ø""",MT,2023-06-22,2022-09-26,4.3822,282.91,515.03,35
TERCON-3/8,"TERMOCONTRACTIL DE 3/8Ø""",MT,2023-07-12,2023-07-10,6.5806,158.32,1198.5,111
"TERCON1""","TERMOCONTRACTIL DE 1"" ø (3/4)",PZ,2023-07-12,2023-07-10,35.87,0,167.96,4
TERCON1/8,"TERMOCONTRACTIL DE 1/8Ø""",MT,2023-03-21,2022-08-29,3,224.63,333.88,46
TM0061,TERMOSTATO R. SHAW D1 B/L 50° A 300°C,PZ,2023-07-12,2023-07-10,2995.852,0,18036.54,3
TOPE10-12,TOPE A.T. CAL.12-10,PZ,2023-07-14,2023-07-24,2.81809,460,4175.3,692
TOPE14-16,TOPE A.T. CAL 16-14,PZ,2023-07-21,2023-07-24,2.03508,443,6574.85,1135
TOPE18-22,TOPE A.T. CAL.18-22,PZ,,2022-10-10,3.3,0,0,0
TORAL1/4X1/2STD,"TORNILLO ALLEN STD 1/4X1 1/2""	TUS""",PZ,,2023-07-25,2.15695,103,0,0
TORAL5/16X3/4,"TORNILLO ALLEN STD 5/16X3/4""",PZ,,2023-05-11,1.9,50,0,0
TORCB3/16X3/4INO,TORNILLO C/REBAJADA INOX STD 3/16X3/4 T,PZ,,2023-04-28,2.66608,224,0,0
TORGAL1/8X11/4,"TORNILLO C/GOTA GALV STD 1/8X1` 1/4""	TUS",PZ,2020-11-11,2023-05-11,0.31031,1,0,0
TORGOT5/32,"TORNILLO C/GOTA GALV STD 5/32X1` 1/2""	TU",PZ,,2023-05-11,0.42,100,0,0
TORINOX3/16X11/4,"TORNILLO C/GOTA INOX STD 3/16 X 1 1/4""",PZ,,2023-07-25,1.70967,100,0,0
"TORINOX3/16X20""","TORNILLO C/GOTA INOX STD 3/16X2""",PZ,,2023-04-17,2.95,410,0,0
TORINOX3/16X21/2,"TORNILLO C/GOTA INOX STD 3/16 X 2 1/2""",PZ,,2023-06-07,3,86,0,0
TORNOX3/16X11/2G,"TORNILLO C/GOTA INOX STD 3/16X 1` 1/2""	T",PZ,,2023-03-31,2.01232,39,0,0
TPV0020,"CLAVIJA MACHO MINI T""""",PZ,2023-08-02,2023-07-14,24.31,487,125174.75,2922
TPV0021,"CLAVIJA HEMBRA MINI T""""",PZ,2023-05-04,2023-07-14,28.6,57,1212.15,21
TPV003,"CLAVIJA MACHO MINI K""""",PZ,2023-07-26,2023-07-14,22.88,42,25188.03,599
TPV004,"CLAVIJA HEMBRA MINI K""""",PZ,2023-07-19,2023-07-14,23.08333,48,2594.84,55
TPV0041,"CLAVIJA HEMBRA STD R""""",PZ,2022-12-06,2023-07-14,43.5925,26,47.87,1
TPV006,"CLAVIJA MINI MACHO J""""",PZ,2023-07-21,2023-02-23,23.31613,31,7070.94,148
TPV007,"CLAVIJA HEMBRA STD J""""",PZ,2023-06-30,2023-07-14,48.02043,46,13255.62,179
TPV008,"CLAVIJA MACHO STD J""""",PZ,2023-06-30,2023-07-14,49.86539,75,14577.22,189
TPV011,CLAVIJA MACHO  STD PT100,PZ,2020-08-25,2023-04-24,92.35538,13,0,0
TPV012,CLAVIJA HEMBRA STD PT100,PZ,2023-05-17,2023-04-24,80.7,30,810,5
TTEF0006,"TELA TEFLON C/A 0.005X 1 MT""",M,2023-08-07,2023-07-10,448.07606,5,322895.24,387.96
TU1/2X120V3000W,"TUBULAR ""U"" 1/2""øX50CM 3000W 120V",PZ,2023-07-28,2023-07-06,339.79,0,600.59,1
TUBCUARZO1/4,"TUBO DE CUARZO OPACO 1/4 ""TUS""",M,,2023-03-17,206,0.6,0,0
TUBOASTREADO,TUBO ASTREADO 120/2 øEXT15MMx7MM INTX30L,PZ,,2023-06-19,64,5,0,0
TUCO1/2C,"TUBO COBRE 1/2"" T/L (0.625""ODX0.040""WT)",MT,,2023-06-09,126.66536,3.21,0,0
TUCO1/4C,"TUBO COBRE 1/4"" T/L (0.375""ODX0.030""WT)",M,,2023-08-04,90,11.32,0,0
TUERGAL1/8,"TUERCA GALV HEXA STD 1/8""	TUS""",PZ,,2023-06-30,0.18829,1393,0,0
TUERGAL3/16,"TUERCA GALV STD 3/16""	TUS""",PZ,2023-01-11,2023-06-07,0.22048,739,2.46,6
TUERHINOX1/4,"TUERCA INOX HEXA STD 1/4""",PZ,,2023-04-28,1.10583,288,0,0
TUERINOXH3/16,"TUERCA INOX HEXA STD 3/16""	TUS""",PZ,,2023-07-25,0.57459,850,0,0
TUERINOXHS/16,"TUERCA INOX HEXA STD 5/16""	TUS""",PZ,,2022-10-31,0.88853,1166,0,0
TUERINOXM3,TUERCA INOX HEXA M3,PZ,,2023-03-14,0.27714,70,0,0
TUERTROQ,"TUERCA GALV TROQUELADA 1/8""	TUS""",PZ,2020-11-11,2023-06-07,0.1996,0,0,0
TUINC5/8,"TUBO TIPO ""S"" INCOLOY 5/8"" Ø",MT,,2023-05-29,275,24.78,0,0
TUINO1/2C40,"TUBO INOX T316 1/2"" CED40 SIN COSTURA",MT,,2023-06-23,344.67812,0.34,0,0
"TUINOX1""304C","TUBING ACERO INOX TIPO 304 -  1"" Ø",MT,,2023-07-10,126.77482,142.3,0,0
TUINOX1/2C40,"TUBO INOX 304 1/2""Ø  CED. 40",M,,2023-05-26,154.166,0.01,0,0
TUINOX1/2T304C,"TUBING ACERO INOX TIPO 304 - 1/2"" Ø",MT,2022-01-05,2023-06-09,25.42608,291.69,50,0.5
TUINOX1/4C40,TUBO INOX T/316 1/4 CEDULA 40/NPT,MT,,2023-06-23,214.23,5.61,0,0
"TUINOX3/4""T-304C","TUBING ACERO INOX TIPO 304 - 3/4"" Ø",MT,,2023-03-23,97.00894,77.6,0,0
TUINOX3/8T304C,"TUBING ACERO INOX TIPO 304 - 3/8"" Ø",MT,,2023-08-07,36.66,343.52,0,0
TUINOX5/16T304C,"TUBING ACERO INOX TIPO 304 - 5/16"" Ø",MT,2019-09-12,2023-03-09,26.54104,0,0,0
TUINOX5/8T304C,"TUBING ACERO INOX TIPO 304 - 5/8"" Ø",MT,,2023-06-09,99.97888,452.608,0,0
TUNP1/2C40,"TUBO NEGRO  DE 1/2 CEDULA 40 S/COSTURA""",MT,,2022-10-14,120.32666,12.86,0,0
TUPLINOX3/16X1/4,"TUBO PLICA INOX Ø INT 3/16 EXT 1/4""""",MT,2022-07-29,2023-06-12,75,89.12,1051,10
VA00001,PLACA CERAMICA ACANALADA DE 8 CANALES,PZ,2023-04-27,2022-12-22,461.725,0,469.09,4
VA00044,CABLE FIBRA DE VIDRIO C/SILICON CAL. 6,M,2022-09-23,2022-09-29,77.88,50,13891.65,95
VA00088,"TUB. INOX. 7/16""Øx50CMS 3000W 220VBUSHIN",PZ,2023-06-09,2023-06-09,283.73,1,8795.59,17
VA00100,DISCO INOX 82EXT.x7mmINTER 300W 127V,PZ,2023-06-30,2023-07-06,178,3,2253.19,7
VA00109,KULKA DE 12 PARES PARA 20 AMPERES.,PZ,2022-10-07,2022-10-07,86.03,10,1653.22,11
VA00125,CINTA NIQUEL 9.5X102.DE ESPESOR,M,2023-04-18,2023-05-09,34.63478,34.5,3569.17,22
VA00169,CONTROL DE TEMP. DIGIAL AX2-4A,PZ,2023-02-14,2022-09-30,1126.98286,3,3800,2
VA00204,ESPAGUETI C/SILICON DE 10mm. Ø,M,2022-11-11,2022-11-14,18.3,10,350,10
VA00223,CABLE CON SILICON CALIBRE 4,M,2023-04-27,2023-04-24,147,0,2444,9
VA00303,RES. T/DISCO 43MMINT 100MMEXT 540W 120V,PZ,2023-02-14,2023-02-13,237,0,2186.46,5
VA00318,TABLILLA KULKA DE12 PARES 15 AMPERES,PZ,2022-11-16,2022-11-14,77.33,0,11296.5,80
VA00324,RESISTENCIA T/DISCO,PZ,2023-06-30,2023-06-30,620,0,3253.19,5
VA00343,TABLILLA KULKA DE 10 PARES 30 AMPERS,PZ,2022-10-07,2022-11-07,48.71,0,92,1
VA00346,CINTA NICROMEL 7.94 X 0.203,M,2023-04-28,2023-04-28,3389,1,9489.2,2
VA00352,AMPERIMETRO 0 A 30,PZ,2023-03-10,2023-03-09,148.5,1,270.26,1
VA00353,ESPAGUETI C/SILICN 7MM Ø,M,2022-11-15,2022-11-14,17.97,20,1827.6,40
VA00359,"RONDANA TEFLON 1/4"" INT X 5/8"" EXT",PZ,,2022-10-24,22,8,0,0
VA00372,RESISTENCIA T/DISCO INOX DE 76MM X 150MM,PZ,2023-03-30,2023-03-30,352,0,616,1
VA00373,RESISTENCIA T/DISCO INOX DE 154MM X 217M,PZ,2023-03-30,2023-03-30,407,0,727,1
VA00374,RESISTENCIA T/DISCO INOX DE 218MM X 280M,PZ,2023-03-30,2023-03-30,443.9,0,792.5,1
VA00379,CALIBRACION DE TERMOPAR TIPO K,PZ,2023-07-17,2023-07-17,1447.79,0,7602,3
VA00380,CABLE CALEFACTOR MALLA METALICA 230V,M,2023-06-26,2023-06-26,720,0,17816.33,14
VAR0010,CLAVIJA HEMBRA T/INDUSTRIAL P/CERAMICA,PZ,2023-05-16,2023-04-24,91.11111,6,4465.15,22
VAR00105,CLAVIJA HEMBRA T/PLANCHA SILICON ROJO,PZ,2023-06-30,2023-06-09,91.53,10,5194.75,27
VAR0011,CLAVIJA MACHO T/PLANCHA,PZ,2022-09-07,2023-06-09,46.68333,12,3175,35
VAR009,CLAVIJA HEMBRA T/PRESTO BAQUELITA,PZ,2023-07-28,2023-04-24,85.69429,2,6056.14,71
VARILLA1/8,"VARILLA A/INOX  Ø 1/8X 1 MT LONG""",M,,2023-04-17,38.10257,8.32,0,0
VARINOX3/16,"VARILLA A/INOX  Ø 3/16X  6 MT LONG""",M,,2023-07-04,20,6,0,0
XMTG818,CONTROLADOR DE TEMPERATURA MCA. YUYAO,PZ,2023-05-18,2023-05-15,652.11,2,13184.92,11
ZA00014,ZAPATA AISLADA ROJA T/PIN CAL.18,PZ,2022-08-31,2023-07-24,0.17016,374,44.5,50
ZAP0002,ZAPATA OJILLO A.T. DESNUDA CAL 8,PZ,2023-08-08,2023-03-06,5.0339,203,47770.9,4319
ZAP0004,ZAPATA OJILLO A.T. DESNUDA CAL 14-16,PZ,2023-07-14,2023-06-30,1.8991,539,19545.85,4835
ZAP0008,ZAPATA AISLADA ROJA ESPADA CAL 16-22,PZ,2023-03-21,2023-07-06,0.4805,229,142.77,90
ZAP0012,ZAPATA FASTON INOX  A.T. HEMBRA C.10-12,PZ,2023-06-30,2023-05-05,2.67791,229,6954.91,1189
ZAP0028,ZAPATA ESPADA A.T CAL 12-10,PZ,2023-05-31,2023-05-22,3.1284,455,12993.1,2194
ZAP0041,ZAPATA OJILLO A.T. CAL 10-12,PZ,2023-08-03,2023-06-30,2.6085,783,71884.01,12265
ZAP0094,"ZAPATA OJILLO A.T. CAL 1-0 3/8""",PZ,2022-10-19,2022-10-20,33.67,0,61.87,1
ZAP0095,"ZAPATA OJILLO A.T. CAL 1-0 1/2""",PZ,2022-10-19,2022-10-20,35.49,0,65.21,1
ZAP0103,ZAPATA OJILLO A.T. CAL 6,PZ,2023-06-19,2023-06-26,10.74686,110,11528.91,479
,,,,,,,,
,,,,,,,,
